Day,Source,Target,SNS Source,SNS Target
2020-11-06,Gab__335,Gab__335,Gab,Gab
2020-11-06,Gab__55,Gab__55,Gab,Gab
2020-11-06,Gab__335,Gab__335,Gab,Gab
2020-11-06,4Chan__1,Gab__335,4Chan,Gab
2020-11-06,4Chan__1,Gab__335,4Chan,Gab
2020-11-06,4Chan__1,Gab__335,4Chan,Gab
2020-11-06,4Chan__1,Gab__335,4Chan,Gab
2020-11-06,4Chan__1,Gab__335,4Chan,Gab
2020-11-06,4Chan__1,Gab__335,4Chan,Gab
2020-11-06,Gab__335,Gab__335,Gab,Gab
2020-11-06,Gab__335,Gab__335,Gab,Gab
2020-11-06,Gab__55,Gab__55,Gab,Gab
2020-11-06,4Chan__1,Gab__335,4Chan,Gab
2020-11-06,Gab__335,Gab__335,Gab,Gab
2020-11-06,Gab__157,Gab__157,Gab,Gab
2020-11-06,Gab__158,Gab__158,Gab,Gab
2020-11-06,Gab__55,Gab__55,Gab,Gab
2020-11-06,Gab__335,Gab__112,Gab,Gab
2020-11-06,Gab__335,Gab__93,Gab,Gab
2020-11-05,Gab__29,Gab__29,Gab,Gab
2020-11-05,Gab__55,Gab__335,Gab,Gab
2020-11-05,Gab__335,Gab__55,Gab,Gab
2020-11-05,Gab__156,Gab__156,Gab,Gab
2020-11-05,Gab__156,Gab__156,Gab,Gab
2020-11-05,Gab__335,Gab__296,Gab,Gab
2020-11-05,Gab__156,Gab__156,Gab,Gab
2020-11-05,Gab__335,Gab__335,Gab,Gab
2020-11-05,Gab__335,Gab__335,Gab,Gab
2020-11-04,Gab__55,Gab__55,Gab,Gab
2020-11-04,Gab__156,Gab__156,Gab,Gab
2020-11-04,Gab__18,Gab__156,Gab,Gab
2020-11-04,Gab__97,Gab__97,Gab,Gab
2020-11-04,Gab__97,Gab__97,Gab,Gab
2020-11-04,Gab__55,Gab__55,Gab,Gab
2020-11-04,4Chan__1,TG__122,4Chan,TG
2020-11-05,Gab__29,TG__156,Gab,TG
2020-11-06,4Chan__1,TG__142,4Chan,TG
2020-11-06,4Chan__1,TG__339,4Chan,TG
2020-11-06,4Chan__1,TG__170,4Chan,TG
2020-11-07,4Chan__1,TG__122,4Chan,TG
2020-11-07,4Chan__1,TG__122,4Chan,TG
2020-11-07,4Chan__1,TG__122,4Chan,TG
2020-11-07,4Chan__1,TG__122,4Chan,TG
2020-11-07,4Chan__1,TG__122,4Chan,TG
2020-11-07,4Chan__1,TG__122,4Chan,TG
2020-11-07,4Chan__1,TG__122,4Chan,TG
2020-11-07,4Chan__1,TG__122,4Chan,TG
2020-11-07,4Chan__1,TG__122,4Chan,TG
2020-11-07,4Chan__1,TG__122,4Chan,TG
2020-11-07,4Chan__1,TG__122,4Chan,TG
2020-11-07,4Chan__1,TG__122,4Chan,TG
2020-11-07,4Chan__1,TG__122,4Chan,TG
2020-11-07,4Chan__1,TG__122,4Chan,TG
2020-11-07,Gab__29,TG__115,Gab,TG
2020-11-07,4Chan__1,TG__122,4Chan,TG
2020-11-07,Gab__10,TG__218,Gab,TG
2020-11-07,Gab__10,TG__218,Gab,TG
2020-11-07,4Chan__1,TG__142,4Chan,TG
2020-11-07,4Chan__1,TG__122,4Chan,TG
2020-11-07,4Chan__1,TG__122,4Chan,TG
2020-11-07,4Chan__1,TG__122,4Chan,TG
2020-11-07,4Chan__1,TG__122,4Chan,TG
2020-11-07,4Chan__1,TG__122,4Chan,TG
2020-11-07,4Chan__1,TG__122,4Chan,TG
2020-11-07,4Chan__1,TG__122,4Chan,TG
2020-11-07,4Chan__1,TG__122,4Chan,TG
2020-11-07,4Chan__1,TG__122,4Chan,TG
2020-11-07,4Chan__1,TG__122,4Chan,TG
2020-11-07,VK__147,TG__205,VK,TG
2020-11-06,VK__147,TG__205,VK,TG
2020-11-06,VK__147,TG__205,VK,TG
2020-11-06,VK__147,TG__205,VK,TG
2020-11-07,4Chan__1,TG__122,4Chan,TG
2020-11-07,4Chan__1,TG__122,4Chan,TG
2020-11-07,4Chan__1,TG__122,4Chan,TG
2020-11-07,VK__147,TG__205,VK,TG
2020-11-07,VK__147,TG__205,VK,TG
2020-11-05,4Chan__1,TG__122,4Chan,TG
2020-11-06,VK__147,TG__205,VK,TG
2020-11-07,4Chan__1,TG__122,4Chan,TG
2020-11-06,VK__147,TG__205,VK,TG
2020-11-04,TG__218,TG__218,TG,TG
2020-11-04,TG__218,TG__218,TG,TG
2020-11-04,TG__218,TG__218,TG,TG
2020-11-04,TG__218,TG__218,TG,TG
2020-11-04,TG__218,TG__218,TG,TG
2020-11-04,TG__218,TG__218,TG,TG
2020-11-04,TG__218,TG__218,TG,TG
2020-11-04,TG__218,TG__218,TG,TG
2020-11-04,TG__218,TG__122,TG,TG
2020-11-04,TG__218,TG__122,TG,TG
2020-11-04,TG__218,TG__122,TG,TG
2020-11-04,TG__218,TG__146,TG,TG
2020-11-04,TG__218,TG__218,TG,TG
2020-11-04,TG__218,TG__218,TG,TG
2020-11-05,TG__218,TG__218,TG,TG
2020-11-05,TG__218,TG__218,TG,TG
2020-11-05,TG__218,TG__122,TG,TG
2020-11-05,TG__218,TG__218,TG,TG
2020-11-05,TG__218,TG__146,TG,TG
2020-11-05,TG__218,TG__218,TG,TG
2020-11-05,TG__218,TG__122,TG,TG
2020-11-05,TG__218,TG__218,TG,TG
2020-11-05,TG__218,TG__146,TG,TG
2020-11-05,TG__218,TG__122,TG,TG
2020-11-05,TG__218,TG__122,TG,TG
2020-11-05,TG__218,TG__122,TG,TG
2020-11-05,TG__218,TG__218,TG,TG
2020-11-05,TG__218,TG__218,TG,TG
2020-11-05,TG__218,TG__218,TG,TG
2020-11-05,TG__218,TG__218,TG,TG
2020-11-05,TG__218,TG__122,TG,TG
2020-11-05,TG__218,TG__218,TG,TG
2020-11-05,TG__218,TG__218,TG,TG
2020-11-05,TG__218,TG__122,TG,TG
2020-11-05,TG__218,TG__199,TG,TG
2020-11-05,TG__218,TG__122,TG,TG
2020-11-05,TG__218,TG__218,TG,TG
2020-11-05,TG__218,TG__218,TG,TG
2020-11-05,TG__218,TG__218,TG,TG
2020-11-06,TG__218,TG__218,TG,TG
2020-11-06,TG__218,TG__218,TG,TG
2020-11-06,TG__218,TG__152,TG,TG
2020-11-06,TG__218,TG__146,TG,TG
2020-11-06,TG__218,TG__218,TG,TG
2020-11-06,TG__218,TG__146,TG,TG
2020-11-06,TG__218,TG__122,TG,TG
2020-11-06,TG__218,TG__146,TG,TG
2020-11-06,TG__218,TG__122,TG,TG
2020-11-06,TG__218,TG__146,TG,TG
2020-11-06,TG__218,TG__146,TG,TG
2020-11-06,TG__218,TG__146,TG,TG
2020-11-06,TG__218,TG__122,TG,TG
2020-11-06,TG__218,TG__146,TG,TG
2020-11-06,TG__218,TG__122,TG,TG
2020-11-06,TG__218,TG__122,TG,TG
2020-11-06,TG__218,TG__122,TG,TG
2020-11-06,TG__218,TG__122,TG,TG
2020-11-06,TG__218,TG__146,TG,TG
2020-11-06,TG__218,TG__122,TG,TG
2020-11-06,TG__218,TG__122,TG,TG
2020-11-06,TG__218,TG__146,TG,TG
2020-11-06,TG__218,TG__146,TG,TG
2020-11-06,TG__218,TG__199,TG,TG
2020-11-06,TG__218,TG__122,TG,TG
2020-11-06,TG__218,TG__199,TG,TG
2020-11-06,TG__218,TG__122,TG,TG
2020-11-07,TG__218,TG__122,TG,TG
2020-11-07,TG__218,TG__122,TG,TG
2020-11-07,TG__218,TG__218,TG,TG
2020-11-07,TG__218,TG__152,TG,TG
2020-11-07,TG__218,TG__122,TG,TG
2020-11-07,TG__218,TG__146,TG,TG
2020-11-07,TG__218,TG__122,TG,TG
2020-11-07,TG__218,TG__122,TG,TG
2020-11-07,TG__218,TG__122,TG,TG
2020-11-07,TG__218,TG__122,TG,TG
2020-11-07,TG__218,TG__218,TG,TG
2020-11-07,TG__218,TG__146,TG,TG
2020-11-07,TG__218,TG__122,TG,TG
2020-11-07,TG__218,TG__122,TG,TG
2020-11-07,TG__218,TG__122,TG,TG
2020-11-07,TG__218,TG__122,TG,TG
2020-11-07,TG__218,TG__146,TG,TG
2020-11-07,TG__218,TG__146,TG,TG
2020-11-07,TG__218,TG__142,TG,TG
2020-11-07,TG__218,TG__122,TG,TG
2020-11-07,TG__218,TG__146,TG,TG
2020-11-04,TG__221,TG__170,TG,TG
2020-11-05,TG__221,TG__142,TG,TG
2020-11-05,TG__147,TG__122,TG,TG
2020-11-06,TG__127,TG__122,TG,TG
2020-11-04,TG__125,TG__146,TG,TG
2020-11-04,TG__125,TG__218,TG,TG
2020-11-04,TG__125,TG__218,TG,TG
2020-11-04,TG__125,TG__122,TG,TG
2020-11-04,TG__125,TG__122,TG,TG
2020-11-04,TG__125,TG__122,TG,TG
2020-11-04,TG__125,TG__146,TG,TG
2020-11-05,TG__125,TG__122,TG,TG
2020-11-05,TG__125,TG__146,TG,TG
2020-11-05,TG__125,TG__140,TG,TG
2020-11-05,TG__125,TG__122,TG,TG
2020-11-05,TG__125,TG__218,TG,TG
2020-11-06,TG__125,TG__218,TG,TG
2020-11-06,TG__125,TG__152,TG,TG
2020-11-06,TG__125,TG__146,TG,TG
2020-11-06,TG__125,TG__146,TG,TG
2020-11-06,TG__125,TG__122,TG,TG
2020-11-06,TG__125,TG__146,TG,TG
2020-11-06,TG__125,TG__146,TG,TG
2020-11-06,TG__125,TG__218,TG,TG
2020-11-06,TG__125,TG__146,TG,TG
2020-11-06,TG__125,TG__122,TG,TG
2020-11-06,TG__125,TG__122,TG,TG
2020-11-06,TG__125,TG__146,TG,TG
2020-11-06,TG__125,TG__199,TG,TG
2020-11-07,TG__125,TG__122,TG,TG
2020-11-07,TG__125,TG__146,TG,TG
2020-11-04,TG__150,TG__146,TG,TG
2020-11-04,TG__150,TG__218,TG,TG
2020-11-04,TG__150,TG__218,TG,TG
2020-11-04,TG__150,TG__122,TG,TG
2020-11-04,TG__150,TG__122,TG,TG
2020-11-04,TG__150,TG__122,TG,TG
2020-11-04,TG__150,TG__146,TG,TG
2020-11-05,TG__150,TG__122,TG,TG
2020-11-05,TG__150,TG__146,TG,TG
2020-11-05,TG__150,TG__140,TG,TG
2020-11-05,TG__150,TG__122,TG,TG
2020-11-05,TG__150,TG__218,TG,TG
2020-11-06,TG__150,TG__218,TG,TG
2020-11-06,TG__150,TG__146,TG,TG
2020-11-06,TG__150,TG__218,TG,TG
2020-11-06,TG__150,TG__152,TG,TG
2020-11-06,TG__150,TG__146,TG,TG
2020-11-06,TG__150,TG__146,TG,TG
2020-11-06,TG__150,TG__122,TG,TG
2020-11-06,TG__150,TG__146,TG,TG
2020-11-05,TG__500,Bitchute__29,TG,Bitchute
2020-11-06,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-05,4Chan__1,Bitchute__79,4Chan,Bitchute
2020-11-06,4Chan__1,Bitchute__79,4Chan,Bitchute
2020-11-06,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-06,4Chan__1,Bitchute__33,4Chan,Bitchute
2020-11-06,4Chan__1,Bitchute__33,4Chan,Bitchute
2020-11-07,4Chan__1,Bitchute__33,4Chan,Bitchute
2020-11-07,4Chan__1,Bitchute__33,4Chan,Bitchute
2020-11-07,4Chan__1,Bitchute__33,4Chan,Bitchute
2020-11-07,4Chan__1,Bitchute__33,4Chan,Bitchute
2020-11-07,4Chan__1,Bitchute__33,4Chan,Bitchute
2020-11-06,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-05,4Chan__1,Bitchute__33,4Chan,Bitchute
2020-11-06,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-07,4Chan__1,Bitchute__68,4Chan,Bitchute
2020-11-07,4Chan__1,Bitchute__104,4Chan,Bitchute
2020-11-07,4Chan__1,Bitchute__104,4Chan,Bitchute
2020-11-07,4Chan__1,Bitchute__104,4Chan,Bitchute
2020-11-07,4Chan__1,Bitchute__104,4Chan,Bitchute
2020-11-06,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-06,Rumble__8,Bitchute__87,Rumble,Bitchute
2020-11-06,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-06,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-06,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-04,4Chan__1,Bitchute__154,4Chan,Bitchute
2020-11-04,4Chan__1,Bitchute__154,4Chan,Bitchute
2020-11-04,4Chan__1,Bitchute__154,4Chan,Bitchute
2020-11-04,4Chan__1,Bitchute__154,4Chan,Bitchute
2020-11-04,4Chan__1,Bitchute__154,4Chan,Bitchute
2020-11-04,4Chan__1,Bitchute__154,4Chan,Bitchute
2020-11-04,4Chan__1,Bitchute__154,4Chan,Bitchute
2020-11-04,4Chan__1,Bitchute__154,4Chan,Bitchute
2020-11-06,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-06,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-06,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-06,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-06,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-06,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-06,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-05,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-05,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-05,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-05,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-05,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-05,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-05,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-05,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-05,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-05,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-05,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-05,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-04,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-04,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-04,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-04,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-04,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-04,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-04,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-04,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-04,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-04,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-04,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-04,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-04,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-04,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-04,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-04,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-04,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-04,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-04,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-04,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-04,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-04,Twitter__52,4Chan__1,Twitter,4Chan
2020-11-05,TG__146,TG__122,TG,TG
2020-11-07,TG__146,TG__122,TG,TG
2020-11-04,TG__73,TG__146,TG,TG
2020-11-06,TG__125,TG__146,TG,TG
2020-11-05,TG__68,TG__140,TG,TG
2020-11-04,VK__212,VK__212,VK,VK
2020-11-07,VK__212,VK__212,VK,VK
2020-11-07,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-07,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-07,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-06,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-06,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-06,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-06,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-05,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-07,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-06,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-06,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-04,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-05,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-05,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-05,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-06,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-06,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-05,4Chan__1,4Chan__1,4Chan,4Chan
2020-11-06,4Chan__1,Bitchute__104,4Chan,Bitchute
2020-11-05,TG__497,Bitchute__29,TG,Bitchute
2020-11-07,Bitchute__154,Bitchute__144,Bitchute,Bitchute
2020-11-07,Bitchute__152,Bitchute__144,Bitchute,Bitchute
2020-11-05,Bitchute__7,Bitchute__7,Bitchute,Bitchute
2020-11-07,Bitchute__26,Bitchute__154,Bitchute,Bitchute
2020-11-06,TG__222,Bitchute__2,TG,Bitchute
2020-11-06,TG__122,Bitchute__2,TG,Bitchute
2020-11-07,Bitchute__26,Bitchute__15,Bitchute,Bitchute
2020-11-07,Bitchute__76,Bitchute__15,Bitchute,Bitchute
2020-11-07,Bitchute__26,Bitchute__15,Bitchute,Bitchute
2020-11-07,Bitchute__20,Bitchute__24,Bitchute,Bitchute
2020-11-06,Bitchute__26,Bitchute__15,Bitchute,Bitchute
2020-11-06,Bitchute__154,Bitchute__15,Bitchute,Bitchute
2020-11-06,Bitchute__92,Bitchute__92,Bitchute,Bitchute
2020-11-07,Bitchute__20,Bitchute__24,Bitchute,Bitchute
2020-11-05,Bitchute__44,Bitchute__44,Bitchute,Bitchute
2020-11-05,Bitchute__44,Bitchute__47,Bitchute,Bitchute
2020-11-07,Bitchute__2,Bitchute__15,Bitchute,Bitchute
2020-11-07,Bitchute__26,Bitchute__15,Bitchute,Bitchute
2020-11-05,Bitchute__24,Bitchute__2,Bitchute,Bitchute
2020-11-07,Bitchute__20,Bitchute__24,Bitchute,Bitchute
2020-11-07,Bitchute__26,Bitchute__15,Bitchute,Bitchute
2020-11-07,Bitchute__26,Bitchute__15,Bitchute,Bitchute
2020-11-07,Bitchute__26,Bitchute__73,Bitchute,Bitchute
2020-11-05,Bitchute__167,Bitchute__167,Bitchute,Bitchute
2020-11-07,Bitchute__26,Bitchute__15,Bitchute,Bitchute
2020-11-07,Bitchute__74,Bitchute__141,Bitchute,Bitchute
2020-11-05,Bitchute__147,Bitchute__47,Bitchute,Bitchute
2020-11-05,Bitchute__2,Bitchute__44,Bitchute,Bitchute
2020-11-07,Bitchute__26,Bitchute__15,Bitchute,Bitchute
2020-11-05,Bitchute__2,Bitchute__44,Bitchute,Bitchute
2020-11-05,Bitchute__34,Bitchute__92,Bitchute,Bitchute
2020-11-05,Bitchute__147,Bitchute__47,Bitchute,Bitchute
2020-11-05,Bitchute__44,Bitchute__44,Bitchute,Bitchute
2020-11-06,Bitchute__167,Bitchute__167,Bitchute,Bitchute
2020-11-07,Rumble__39,Bitchute__15,Rumble,Bitchute
2020-11-06,TG__159,Rumble__16,TG,Rumble
2020-11-05,TG__159,Rumble__7,TG,Rumble
2020-11-07,Gab__55,Rumble__16,Gab,Rumble
2020-11-06,TG__155,TG__67,TG,TG
2020-11-04,TG__146,TG__122,TG,TG
2020-11-04,TG__146,TG__218,TG,TG
2020-11-04,TG__146,TG__146,TG,TG
2020-11-04,TG__146,TG__146,TG,TG
2020-11-04,TG__146,TG__218,TG,TG
2020-11-04,TG__146,TG__218,TG,TG
2020-11-04,TG__146,TG__122,TG,TG
2020-11-04,TG__146,TG__218,TG,TG
2020-11-04,TG__146,TG__218,TG,TG
2020-11-04,TG__146,TG__218,TG,TG
2020-11-04,TG__146,TG__218,TG,TG
2020-11-04,TG__146,TG__218,TG,TG
2020-11-04,TG__146,TG__218,TG,TG
2020-11-04,TG__146,TG__218,TG,TG
2020-11-04,TG__146,TG__218,TG,TG
2020-11-04,TG__146,TG__218,TG,TG
2020-11-04,TG__146,TG__122,TG,TG
2020-11-04,TG__146,TG__218,TG,TG
2020-11-04,TG__146,TG__146,TG,TG
2020-11-04,TG__146,TG__218,TG,TG
2020-11-04,TG__146,TG__218,TG,TG
2020-11-04,TG__146,TG__218,TG,TG
2020-11-05,TG__146,TG__218,TG,TG
2020-11-05,TG__146,TG__218,TG,TG
2020-11-05,TG__146,TG__218,TG,TG
2020-11-05,TG__146,TG__146,TG,TG
2020-11-05,TG__146,TG__218,TG,TG
2020-11-05,TG__146,TG__122,TG,TG
2020-11-05,TG__146,TG__218,TG,TG
2020-11-05,TG__146,TG__218,TG,TG
2020-11-05,TG__146,TG__218,TG,TG
2020-11-05,TG__146,TG__146,TG,TG
2020-11-05,TG__146,TG__122,TG,TG
2020-11-05,TG__146,TG__122,TG,TG
2020-11-05,TG__146,TG__122,TG,TG
2020-11-05,TG__146,TG__218,TG,TG
2020-11-05,TG__146,TG__218,TG,TG
2020-11-05,TG__146,TG__218,TG,TG
2020-11-05,TG__146,TG__218,TG,TG
2020-11-05,TG__146,TG__218,TG,TG
2020-11-05,TG__146,TG__218,TG,TG
2020-11-05,TG__146,TG__218,TG,TG
2020-11-05,TG__146,TG__122,TG,TG
2020-11-05,TG__146,TG__199,TG,TG
